Amount,Transaction_Time,Location_Risk,Device_Risk,Fraud
54.40378655320514,64926,3,4,0
28.466129227406352,40633,0,0,0
44.00141293231124,77654,2,1,0
141.8181847756713,3317,3,1,1
1.4498079720804276,44980,1,2,0
12.338039223997605,44115,3,1,0
4.709437695252053,61646,2,3,0
4.1581451917292425,43158,1,3,0
193.42030336156586,55963,1,0,0
121.62406117006883,47631,0,2,0
64.27845944128924,49316,4,1,0
10.295691844781325,59342,0,0,1
67.65179657972332,15504,4,4,0
64.14503320943712,68593,0,4,0
19.019471280022497,26660,4,1,0
56.88991313023239,37196,3,1,0
50.83366145832069,65938,1,1,0
95.67224329131345,8605,4,3,0
100.81145360409121,57388,3,1,0
4.636232402053473,81297,2,4,0
46.938400465506156,55501,0,1,0
98.31249947827285,53309,2,2,0
69.94394526077897,27043,3,4,0
194.13494531754387,33635,2,2,0
107.49747640549978,79315,2,4,0
17.785286876730733,80691,3,0,0
7.318243625624084,33132,1,4,0
102.83941471088912,15366,4,4,0
2.6869072667394427,72107,0,2,0
88.13473778072907,62580,4,2,0
281.7255455387152,57889,0,4,0
85.67824455775444,79553,4,4,0
49.13006922239072,39236,2,3,0
103.08271578449819,4150,1,0,0
61.29559740510913,19423,2,0,0
78.88143605763202,4137,1,1,0
283.81271462329994,29992,3,4,0
48.792752735018716,44921,0,4,0
324.9091861506754,79369,0,4,0
235.75761837699193,66917,3,4,0
21.789626094045,73690,4,0,0
7.188415530315702,34235,3,2,0
10.622533548163021,78975,3,3,0
1.8389887847233704,19122,1,2,0
9.920501165575415,23956,3,2,0
114.88748725771671,63879,0,0,0
7.384962694642702,58560,2,3,0
38.41571882948685,82800,1,4,0
186.3526040097277,68685,1,0,0
2.354700318071151,24660,4,0,0
168.45305061859585,86064,2,3,0
33.10834668396295,1168,1,1,0
12.575011982910764,45124,3,0,0
119.31554084399134,35897,1,2,0
99.13991764332202,15032,1,2,0
209.94158140869467,52797,1,4,0
132.82935787644004,35294,4,0,0
162.69958059939782,43827,1,4,0
33.13338623067386,3516,1,0,0
19.533329604044695,19751,4,3,0
138.87563960054248,30373,2,0,0
164.42091832434195,30270,0,1,0
465.70048901402305,10386,4,2,0
53.2079354152605,64817,4,3,0
46.52439119617327,65184,1,2,0
149.7954503343587,79693,1,4,0
41.67336709307531,37879,0,3,0
267.0137924399326,49597,1,1,0
195.48391571662492,39132,3,2,0
56.035560944215966,3626,1,0,0
138.97847164954612,85936,1,0,0
140.4632986855017,81515,3,0,0
10.883751880671802,77065,0,3,0
232.8445680867632,55390,3,1,0
70.37074897567544,16645,4,1,0
175.133255752333,54144,3,1,0
38.57354261645083,13382,2,2,0
225.87905145459263,4025,4,3,0
49.29884540601712,43226,1,0,0
1.0896806615175478,79380,4,2,0
235.79072969624536,69711,0,1,0
9.572561054847526,74710,0,0,0
38.46536333850389,3443,3,3,0
299.69723831882857,21395,4,4,0
300.79495401039895,10725,1,1,0
85.19972910552637,33461,0,1,0
99.92300803905246,41115,1,1,0
59.50146636228576,83732,2,1,0
34.7022778746197,79790,0,0,0
39.84863345503897,79557,3,3,1
111.63235799285063,71260,2,2,0
139.58378736630772,28690,4,0,0
156.81954162211485,1407,1,3,0
155.88310318487416,73568,0,2,0
9.563694654031945,58560,2,1,0
68.20495965733559,47340,2,3,0
5.928170644873779,17794,0,1,0
79.74613156953929,19881,4,3,0
58.255527498728355,86292,4,4,0
218.66186642208012,49703,3,1,0
43.21916194678851,44354,4,1,0
12.450597755245086,78462,3,1,0
15.430765454211937,14390,2,0,0
143.34305470790937,27307,0,2,0
96.2905679748035,24502,4,1,0
10.660871224538544,22486,3,1,0
8.785552166860509,38258,2,0,0
120.72084716530998,57716,4,0,0
7.554608952579714,81494,1,4,0
172.51858538085813,82768,2,3,0
122.4999753130005,10748,4,1,0
8.484875058031207,62785,2,3,0
8.86538677778067,76050,0,0,0
431.54585620580923,22738,0,0,0
46.883758255228955,74231,0,4,0
46.305526047531245,73606,1,2,0
167.55754032826772,41662,0,0,0
294.21645379632434,82234,1,1,0
426.8773939601984,15123,0,4,0
139.98992301163418,25616,2,2,1
47.202099961912566,11182,4,4,0
8.719399369795726,62013,4,0,1
150.12425404546258,31331,0,2,0
81.7360407561493,46098,4,3,0
55.20331253049737,26128,0,2,0
236.82376754780904,31556,0,1,0
11.788020797188024,21876,3,3,0
67.85051093729543,8949,3,3,0
1.1418589432541668,51962,3,1,0
63.235436958292624,71206,1,3,0
5.795043106592577,24099,3,0,0
12.649099593117121,12716,0,2,0
12.502623200745628,52611,2,2,1
104.75683864069715,38885,3,1,0
137.05977175964728,53144,3,0,0
87.55537772028686,65220,2,3,0
327.4720209102377,7837,0,2,0
46.97965779202672,49355,1,2,0
33.646915742055874,47299,3,2,0
202.95025381702297,19159,2,2,0
25.308206773185336,51012,0,4,0
330.2870106251911,59305,4,1,0
1.2228944358969307,17106,1,3,0
350.25269228794815,58123,2,3,0
4.4118998618501895,8720,2,1,0
221.77212291600088,37661,2,0,0
75.01432503493903,21120,3,1,0
495.68286079260326,19790,4,2,0
7.666137595445494,58655,1,2,0
80.71096637333488,59643,0,1,1
348.3575221256005,47374,0,1,0
74.0443933181044,42907,4,3,0
99.26282903811874,50071,2,3,0
118.99012381167742,34812,2,4,1
60.61277556769509,49570,2,4,0
98.76741730080221,50901,2,2,0
87.78258618057556,60186,2,4,0
231.42327694826474,50251,4,4,0
4.6511461743480975,65171,3,0,0
32.98427258987584,36160,1,1,0
300.39960058609313,19156,2,3,0
220.9675828453486,76208,3,4,0
60.817526195962,79980,0,3,0
96.79330287389773,72320,4,4,0
32.48734198951301,17929,3,4,0
20.84041614360645,66606,2,2,0
62.305859880409876,62559,2,0,0
43.595353461673334,54205,2,1,0
87.6243706006643,68475,3,1,0
8.09222844331848,64341,2,2,0
366.4960122522567,42863,3,2,0
428.38655755525383,81837,2,1,0
119.78638819127893,65439,0,1,0
76.80784344120899,7194,0,0,0
37.037930155436,71387,1,4,0
168.09071674879968,81914,2,0,0
115.43295836488157,66214,2,1,0
17.747365410048836,29777,3,4,1
241.83010919991276,26183,3,1,0
172.89945113672715,27445,2,0,0
299.1738525033436,67038,1,0,0
129.36040041961343,16198,2,0,0
95.04040195913728,21411,3,4,1
54.170250659311336,50577,2,3,0
269.9018361547118,15867,3,3,0
201.039238004692,62501,2,1,1
4.627293865312279,14266,4,4,0
2.6720816866511363,39422,3,2,0
47.234776158326284,35208,1,3,0
166.36477229960863,31213,4,4,0
436.4275468220168,7367,2,4,0
16.30095099344797,79026,3,3,0
90.17241302157358,35362,4,4,0
47.947369975809615,51588,1,4,0
350.3708554375963,38285,3,3,0
184.59132074336347,74755,4,0,0
182.21900464698572,71846,4,1,0
63.24155711397735,36307,4,2,0
53.5834936327349,80280,0,1,0
31.93888921500612,19867,2,0,0
5.802696384483622,56523,3,0,0
200.04261400033104,84161,3,4,0
167.61174392499228,6378,3,1,0
817.2445597818082,84685,4,0,0
569.4873400744333,76958,2,1,1
81.0651592641394,27926,1,0,0
146.52830902062607,13180,3,2,0
289.6171682874436,36931,2,0,0
189.47720147092457,24014,2,1,0
28.415244458114653,79872,0,4,0
59.88268273998645,58502,3,1,0
13.829634431308865,5470,4,3,0
308.0223786441709,14953,2,1,0
93.18477025886182,38507,2,2,0
25.96037254184837,6523,1,2,0
111.38295391732503,57190,0,2,0
96.26704347430717,47761,2,0,0
44.342046229710604,31169,2,2,0
12.053912139846927,45641,4,1,0
111.34412835191021,22990,4,4,0
73.46104241860377,29661,1,2,0
147.9807080960515,13419,1,1,0
73.4309860423515,14457,1,0,1
191.1770111308484,67600,4,0,0
80.27541190214875,76102,4,4,0
82.31145809801471,33085,0,4,0
209.27586432297716,50654,3,1,0
51.6647313988117,6130,3,4,0
14.388795539029894,2042,0,4,0
2.920502143209468,70134,3,0,0
140.70574526625856,42982,4,1,0
96.83989670606796,65185,3,4,0
121.76653477978765,33477,4,1,0
23.948149349344348,52709,0,2,0
14.661255122827866,28716,1,0,0
1.4651476265668781,78137,0,0,0
43.168726151506924,36018,3,0,0
89.13973756649446,8061,4,3,0
49.79818675611507,8609,3,1,0
57.53195628284312,35371,3,2,0
234.50615229814414,83021,1,4,0
42.81026144251117,20805,3,2,0
72.15250280723211,7857,1,1,0
153.08717377197016,11620,4,0,0
50.50801312991797,8177,4,3,0
97.30904753530854,30111,1,1,0
198.31406436843068,84181,0,1,0
298.6190415374668,11826,4,4,0
15.908187931483598,13890,0,2,0
261.1662763042079,82428,4,2,0
67.75027809955306,58031,4,4,0
29.873545435139576,75020,2,3,0
61.45869673706975,5495,3,0,0
391.36530975805914,28481,3,0,0
67.84912926673597,11267,0,3,0
39.86160321004998,6743,3,4,0
100.34862739576596,54800,0,1,0
27.462846771560294,48773,4,2,0
7.889530497623504,57042,2,1,0
13.797521971241586,49476,2,2,0
13.701842406700711,28552,4,1,0
16.475990155667297,65242,1,4,0
14.946006606751656,45772,1,4,0
102.40840510758065,43730,3,3,0
20.074635703448163,28948,0,1,0
42.413931579480526,76311,2,1,0
227.09741251283577,69093,3,3,0
64.23811416465936,69123,4,3,0
110.12890836523806,16535,2,4,0
18.91285171132165,66490,0,4,0
21.355098099509505,46562,0,1,0
4.17272127175653,58535,1,4,0
18.504734406558086,41269,3,4,0
32.65481186311455,80674,4,1,0
19.481181748310796,42462,2,3,0
9.288590786036757,3127,0,1,0
12.855621349335253,23147,2,0,0
61.76293433653791,45528,4,1,0
23.109220634509658,77095,2,0,0
45.29811155109185,68931,3,1,0
70.00051847143304,66381,1,0,0
117.24574340125422,63749,2,0,0
4.010573010001543,38672,1,1,0
160.64942438261195,13731,4,4,0
98.85936903672963,54512,1,2,0
8.529543037633426,51024,2,4,0
206.81346984880906,3832,2,0,0
253.6693546378928,32332,0,1,0
6.30228275601634,12467,2,1,0
32.41768431286508,41025,1,1,0
164.09351832266427,13107,0,1,0
137.93572402143084,77994,2,2,0
20.397963206180048,43481,2,3,0
23.489903118153325,2581,4,0,0
46.27851100243697,75118,0,2,0
66.26625646686144,51638,4,4,0
96.3001834058552,8418,4,3,0
46.03125630003512,29113,4,3,1
62.08911092209176,84363,3,1,0
137.62289403898424,63044,4,2,0
3.7372952321478463,79955,1,4,0
29.093662188239723,61030,2,1,0
124.94918749560257,11814,3,1,0
225.57667543306135,10024,4,0,0
71.67791122084009,63288,2,3,0
75.95295023530689,57836,0,4,0
11.336133854066338,7435,0,3,0
59.314324608355086,67084,2,2,0
76.060679905529,70601,1,0,0
27.76928032606533,3407,2,1,0
31.367461187854385,32940,2,0,0
47.3664984802472,5666,3,1,0
2.0275360750314513,37122,0,0,0
38.872476125613574,25092,0,1,1
23.755693562362985,75645,4,3,0
39.67492302319827,26505,2,3,0
12.756310328478126,36713,2,3,0
221.20798999430247,54387,1,3,0
90.03988138795597,43169,0,0,0
113.66329578930316,73282,1,1,0
155.67090323777913,77511,3,3,0
69.00364218488852,51742,4,0,0
9.093209451745585,40522,1,1,0
77.02583632948226,81132,0,0,0
88.39230578713736,3880,3,3,0
136.82166488084093,43454,2,2,1
56.50346493829821,55711,3,0,0
13.648466672931223,43539,1,3,0
33.37621802617039,68321,0,4,0
45.111482547462344,14799,1,1,0
103.82246116218616,60102,2,3,0
84.57817212014196,50726,2,4,0
44.020675965180615,48784,0,0,0
430.6195772169812,43333,4,0,0
93.08330084672093,40828,3,4,0
27.079452875679994,69526,3,4,0
10.734300462488685,54362,2,1,0
16.58882925898259,53997,1,0,0
28.230684939514095,50341,1,4,0
17.516487495429402,19073,4,2,0
20.64917454545804,14549,1,2,0
33.56058482154465,83795,3,4,0
19.0402433662887,56920,1,1,0
227.07514493559154,85326,4,0,0
8.363571259200016,75515,3,2,0
74.34123501127027,20316,1,4,0
52.830555648930236,26183,3,4,0
403.86421660159203,24624,2,3,0
11.88273456974049,62515,2,4,0
50.72579937424304,85781,2,1,0
348.9059664126715,46705,1,2,0
200.62440619681547,26756,4,3,0
169.86630340361793,60390,3,2,0
29.827508353350463,68369,0,2,0
18.739953278648752,70821,2,1,0
110.45595986817835,9589,2,4,0
265.0385094959955,14116,0,1,0
81.36504219047423,73181,0,4,0
84.77275614585865,44786,1,3,0
32.847503081065085,76425,3,1,0
146.74737584120885,30286,2,1,0
20.707798214607084,15994,4,0,0
39.108781311923266,26639,1,1,0
55.414455006983054,17205,1,0,0
70.84849626446984,56677,4,4,0
27.76125835696058,32930,4,4,0
12.198327214413544,73313,4,4,0
94.31996574293565,18316,0,0,0
34.05633684365418,27304,2,4,0
87.04530682924437,85366,0,2,0
16.76647527706798,13403,2,1,0
65.61213780285276,80052,0,0,0
76.05472481290778,84627,3,4,1
5.321465145712133,73495,2,2,0
41.03836013804232,31932,1,1,0
14.43493268319316,36701,2,1,0
6.5472258772524885,3385,2,4,0
460.1201311395324,57241,2,2,1
38.913002251942025,10367,3,0,0
166.00706137698987,65030,0,4,0
29.38888342934014,46505,1,1,0
114.41413510203515,33332,0,1,0
142.80662228282085,85178,0,1,0
90.54465941691397,76325,4,4,0
63.785664404527175,35268,3,3,0
53.075781350537774,25563,4,3,0
42.90433017039748,36404,3,3,0
265.2556048220781,55182,0,2,0
177.5607071141798,32991,0,4,0
335.31763894156916,47663,3,1,0
13.272854183610555,65886,0,2,0
131.25513634605076,83848,0,3,0
278.61272652612405,24127,1,0,0
19.995580970079768,57692,4,2,0
6.881031747249687,37500,4,2,0
135.1393153188622,33785,4,4,0
85.44271441986697,84146,2,2,0
184.4077141321478,47997,1,4,0
15.05582464141926,7170,4,0,1
158.6050111031868,13303,4,1,0
22.517977306702296,71743,1,1,0
17.8715198965518,77852,0,3,0
17.94446565599507,35187,4,3,0
168.51032825640087,65034,0,0,1
109.42136390159689,71776,4,1,0
74.03759563460443,1893,3,3,0
44.44614016780682,13753,2,2,0
209.72026672943323,38090,4,4,0
49.83127496974449,64922,3,3,0
169.60826628480697,76768,1,0,0
57.827488111388035,59412,3,1,0
47.311956581773714,56030,1,0,0
62.11610598996026,17509,4,4,0
35.864527543064206,68653,1,4,0
137.67773129369394,36929,3,0,0
69.8602815695596,48291,2,3,0
26.424253099706522,4042,0,3,1
229.83398495505836,62574,0,1,1
48.43317423587113,37201,2,1,0
78.42823821777635,14016,0,2,0
236.94956087096264,25022,4,2,0
97.87993038573308,27938,4,1,0
12.431461585777976,43678,3,2,0
281.0616683932209,61720,3,0,0
98.80769289348262,56805,1,3,0
40.78263155513094,74323,3,2,0
14.997682061642582,1986,4,2,0
158.0001395680267,76478,3,0,0
96.77755075628524,82994,0,4,0
76.24138580490282,12161,1,1,0
224.33033305364455,20689,1,0,0
155.3990013696072,60924,4,4,0
16.449132012634088,74308,3,0,0
37.35625513958005,63745,0,3,0
28.566961854883793,1211,3,0,0
136.23680618684116,229,2,0,0
3.410753985783793,48542,3,3,0
84.3713556386143,14345,4,1,0
143.74137158597787,31819,3,4,0
209.3667344385938,47779,1,2,1
41.867459354509265,82421,0,1,0
172.1807963541003,65584,4,0,0
11.724388509877734,19950,2,2,0
187.37439572116875,15173,0,3,0
13.637963052807084,58032,0,1,0
50.63146312098643,28036,1,4,0
159.600536332649,71356,1,1,0
16.242178992041616,14292,1,1,0
26.039302244475092,3052,4,2,0
128.10430976449055,44377,3,3,0
127.30961719916947,67838,0,3,0
102.48442087373908,67819,3,1,0
118.4001709087617,15620,3,3,0
78.24691011956382,30461,1,2,0
29.00836992594099,20750,3,2,0
42.41831937932634,9472,0,4,0
20.040127451653184,69263,0,3,0
239.08761393236517,57602,2,4,0
87.56090546365985,25523,4,0,0
51.224565947902235,30766,3,2,1
61.99075063211633,66060,4,1,0
294.2823736997211,9079,4,2,0
16.646955012850068,8399,4,0,0
88.24446091085541,60726,4,1,0
70.49944407931773,16532,0,3,0
94.53443180030727,82357,3,3,0
1.8276180406497236,43162,2,2,0
205.66935225406965,3749,4,1,0
268.9988536691252,11353,2,1,0
83.27154639433977,28477,0,4,0
119.28707405259583,24570,0,0,0
255.74693578456262,86373,1,3,0
122.83974533925182,11437,4,2,0
16.551050912412173,38104,1,1,0
85.87021498525603,63370,2,3,0
93.3220857034015,4551,3,2,0
55.18745039228211,68359,1,3,0
133.3490303883392,54880,0,2,0
272.3676885762475,12916,4,3,0
259.78762130541173,80703,2,4,0
59.936429630361765,41445,0,0,0
12.017870455178418,47636,3,3,0
418.91739891207067,73927,4,0,0
182.5718110818443,78194,3,3,0
13.31459597170634,29685,3,1,0
253.6307940963276,51134,4,4,0
203.94239312268633,67847,4,4,0
73.15513859686492,39993,3,0,0
89.47137868290748,44333,2,1,0
50.916484340901356,58865,4,2,0
5.631814924329379,79096,0,4,0
